"Data Source","Indicateurs du développement dans le monde",

"Last Updated Date","2023-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Arménie","ARM","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.3463134765625","88.8423309326172","100.865249633789","92.1865310668945","92.7588195800781","100.8046875","104.895278930664","","92.8062591552734","92.3363571166992","92.3035125732422","","96.7685394287109","93.5767974853516","89.957160949707","91.5109405517578","90.1930465698242","93.2640762329102","92.3527603149414","91.1610107421875","",
"Samoa américaines","ASM","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua-et-Barbuda","ATG","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","","76.7756500244141","80.5681762695313","","","","","","","","","","","","","","","","89.6825408935547","","","","","","","","","","","","","","","","111.096076965332","101.593627929688","108.355087280273","109.162300109863","","107.681762695313","120.391059875488","94.0509872436523","97.004280090332","99.7126388549805","93.4971084594727","97.2303237915039","","","",
"Australie","AUS","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Autriche","AUT","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","94.3096389770508","96.0986785888672","96.2257614135742","","","","","","","","","","","","","","","","","","","","","","","","","101.084053039551","100.620399475098","","","100.57691192627","","99.1699676513672","","","","","","","97.3109664916992","96.1972274780273","98.1301803588867","98.3892974853516","100.790382385254","99.7115783691406","98.8947830200195","99.8118133544922","99.1748886108398","99.3155136108398","","",
"Azerbaïdjan","AZE","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.763671875","96.2630386352539","88.0315322875977","79.0786895751953","101.603370666504","96.26806640625","92.554557800293","93.7652435302734","96.3216094970703","94.5982131958008","95.0953521728516","96.2864227294922","97.2518920898438","92.2177429199219","97.8045806884766","91.6603775024414","92.0753326416016","89.9870834350586","93.3493804931641","92.3395309448242","89.4396133422852","98.5741806030273","104.736999511719","112.694541931152","106.782562255859","99.8573837280273","100.392021179199","98.612548828125","93.7954635620117","",
"Burundi","BDI","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","8.56571960449219","","14.9491195678711","14.5356397628784","15.3040504455566","14.0431604385376","14.5048599243164","14.2836198806763","14.2133197784424","14.4446697235107","14.8998699188232","17.6978893280029","24.1743106842041","33.2686309814453","35.221321105957","35.9152908325195","35.7562713623047","48.5037498474121","39.7568016052246","48.6408805847168","49.1584815979004","55.4273681640625","58.762149810791","","","","","","","26.5637092590332","27.4697494506836","28.1213397979736","34.0028686523438","37.8699417114258","38.309871673584","","41.9326515197754","44.6613082885742","50.0250205993652","52.7230415344238","56.3480110168457","61.4467811584473","67.3002471923828","64.8394470214844","59.5925216674805","62.2644004821777","63.2476081848145","58.1740112304688","54.2969398498535","48.8387489318848","48.8387489318848","",
"Belgique","BEL","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","66.8276214599609","68.9251098632813","69.8050308227539","70.9286804199219","74.5488433837891","66.6881103515625","66.198112487793","72.3756484985352","73.3340835571289","68.9520568847656","72.4376373291016","70.9056167602539","69.7809371948242","69.0811996459961","70.7221984863281","","","76.1388626098633","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bénin","BEN","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","26.4406108856201","30.6540699005127","31.2337207794189","29.8465099334717","37.3768692016602","35.8997611999512","35.4159698486328","37.7968711853027","38.9860992431641","40.2020606994629","43.8405303955078","45.768440246582","52.558048248291","41.2681999206543","47.3008308410645","43.0733413696289","41.5642204284668","37.8680000305176","37.3169403076172","26.1173000335693","29.0717105865479","29.6735496520996","32.6042900085449","35.0774917602539","40.8911590576172","44.2403106689453","47.2968292236328","50.8065986633301","","49.3707504272461","54.0693206787109","56.6300582885742","60.7933311462402","63.0627593994141","","","","73.5932998657227","","75.0115585327148","79.1028594970703","80.3495330810547","85.4763412475586","85.2033462524414","86.0414886474609","85.3337326049805","","","67.6304092407227","65.3070373535156","76.9734191894531","",
"Burkina Faso","BFA","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","9.57332038879395","8.91753959655762","9.09232997894287","8.52513980865479","9.64447975158691","9.59836006164551","10.6987104415894","11.0645399093628","12.1841201782227","11.8543996810913","13.2241201400757","13.4884099960327","14.3279495239258","15.0608797073364","17.6069507598877","","19.9490509033203","21.2886695861816","20.8801593780518","24.6076393127441","24.6335506439209","31.512659072876","32.8210296630859","33.5381011962891","21.8042106628418","26.9651393890381","","","27.5995903015137","29.837230682373","31.5882091522217","31.9935493469238","33.2982788085938","34.5619888305664","35.8761100769043","36.616569519043","39.1280899047852","43.2808799743652","47.2689590454102","49.896369934082","56.2825889587402","58.6516914367676","62.1821212768555","59.0568084716797","60.5611991882324","59.4701690673828","60.7889785766602","62.6022109985352","60.9685401916504","60.5027694702148","61.8653793334961","",
"Bangladesh","BGD","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","","","58.899600982666","","","","","35.5138893127441","","","","","","","","","","","","","","","","","","","","","","","","63.8693199157715","","","56.1707000732422","62.5326614379883","64.0539474487305","110.02173614502","","","","","","","","","","119.236915588379","",
"Bulgarie","BGR","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","98.4826431274414","103.248268127441","102.168701171875","100.773361206055","99.1191329956055","87.3245468139648","87.7441787719727","86.0822525024414","88.0899505615234","87.9959030151367","90.2942428588867","94.6923828125","94.5416870117188","97.2443771362305","96.6048431396484","102.860488891602","97.2422790527344","98.879768371582","99.1052322387695","98.296989440918","99.2176513671875","101.754890441895","96.1719818115234","101.49796295166","112.93383026123","110.387786865234","102.321029663086","99.6252822875977","98.2289199829102","96.5857620239258","92.3151321411133","90.470458984375","87.074577331543","85.4335327148438","87.5160903930664","","",
"Bahreïn","BHR","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","103.796760559082","95.103157043457","93.3919525146484","97.7185287475586","92.0009994506836","91.9046401977539","99.4425582885742","102.86646270752","","101.122627258301","100.866439819336","100.447883605957","92.7992324829102","91.2947692871094","90.1274490356445","","93.1349334716797","101.53929901123","98.381706237793","94.6576232910156","100.158882141113","99.9692687988281","98.9885482788086","98.7845001220703","","","","","","87.1939468383789","92.8684768676758","95.9623107910156","96.9638977050781","97.3521270751953","96.2837066650391","98.5703277587891","96.5158309936523","103.175819396973","","","",
"Bahamas","BHS","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.1204833984375","","","","","","101.66667175293","98.1859436035156","","","","","","","","","","","","","","","","",
"Bosnie-Herzégovine","BIH","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.6088180541992","75.5227890014648","79.6614685058594","93.8058776855469","102.207313537598","94.7220001220703","89.1629486083984","85.9137420654297","","","","",
"Bélarus","BLR","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.8140716552734","99.8412704467773","98.0994720458984","96.9873123168945","97.7667083740234","","99.2882919311523","102.449600219727","107.089752197266","133.167404174805","103.107002258301","104.436180114746","101.217437744141","99.3288116455078","97.1416702270508","99.3205871582031","","","108.363739013672","104.292961120605","100.424240112305","98.5842514038086","96.9912261962891","96.1815490722656","101.893669128418","104.592277526855","109.16544342041","98.6819534301758","93.4671173095703","",
"Belize","BLZ","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.2726211547852","","","88.8966217041016","96.2707214355469","","","99.8299331665039","102.64900970459","99.6183166503906","","95.3745193481445","97.6730728149414","99.0362777709961","98.924430847168","96.6316375732422","94.3046417236328","98.1685028076172","103.189826965332","103.294723510742","107.121063232422","101.815887451172","103.365989685059","104.88542175293","104.979667663574","102.787010192871","104.818351745605","102.620651245117","104.497009277344","108.926261901855","",
"Bermudes","BMU","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","","67.1096267700195","","","","","","","","","","","","","","","","","","","","","","","","","","96.3553466796875","97.0251693725586","93.5632171630859","","","","","","","","102.564102172852","104.712043762207","98.9333267211914","","","","","","","","","",
"Bolivie","BOL","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.9733276367188","96.5773162841797","96.9919281005859","94.0180892944336","90.5778503417969","89.3401870727539","90.2176666259766","92.1662292480469","95.4334030151367","91.5777130126953","92.5828704833984","","",
"Brésil","BRA","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Barbade","BRB","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.16796875","100.342132568359","106.268218994141","103.074668884277","106.231597900391","100.148147583008","90.818359375","97.1659927368164","92.268310546875","93.5950393676758","93.9252319335938","93.1677017211914","97.3401489257813","","","","","","","87.6159286499023","88.6528778076172","93.3983917236328","97.1648025512695","",
"Brunéi Darussalam","BRN","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","107.088333129883","107.086196899414","110.664611816406","102.027366638184","113.49324798584","105.691848754883","96.8085098266602","102.040817260742","92.4311904907227","89.87451171875","84.1086883544922","80.0157012939453","60.2486801147461","","116.451019287109","","","","","","","","","","","109.296401977539","118.325088500977","121.133087158203","119.466430664063","130.0322265625","123.723899841309","125.568832397461","112.290496826172","104.286109924316","107.380493164063","107.531959533691","105.424659729004","102.078826904297","106.078536987305","111.536361694336","107.604774475098","106.360824584961","100.085884094238","101.140350341797","107.461791992188","108.41236114502","107.446807861328","98.9233703613281","105.161689758301","","",
"Bhoutan","BTN","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","","","","","12.8265495300293","13.9678602218628","","","","","","","","","","","","","","27.4556903839111","31.2257099151611","","","","51.0217895507813","54.1393814086914","54.5385093688965","54.7231292724609","","","","","70.8868637084961","","75.3467788696289","77.07373046875","81.6172637939453","86.1735916137695","96.9379501342773","94.4959106445313","90.6552429199219","91.521858215332","95.4997177124023","95.6902770996094","83.8733139038086","71.5394744873047","76.2200546264648","85.2365188598633","",
"Botswana","BWA","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","42.0227890014648","45.9662284851074","52.5517616271973","","","","","","","53.7935905456543","","69.5404281616211","73.1467819213867","66.2565994262695","71.4936218261719","75.0875396728516","85.3050918579102","87.6241989135742","85.9815521240234","81.9759368896484","86.1624526977539","87.6767807006836","89.1969909667969","89.0341262817383","92.8533477783203","90.5580673217773","93.2033462524414","","95.9767303466797","93.5697631835938","94.3925704956055","96.0131072998047","97.534049987793","96.8359527587891","95.9575500488281","93.785758972168","98.1814804077148","96.1400680541992","97.5988311767578","100.274749755859","","","99.4581832885742","98.9731674194336","","93.9801177978516","","","","","","","",
"République centrafricaine","CAF","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","44.2101707458496","39.0492515563965","49.1615180969238","42.7544708251953","55.4964599609375","43.6245307922363","","62.0665702819824","","","42.858211517334","42.6915817260742","38.5212097167969","","","49.7770004272461","37.504451751709","38.7716407775879","39.4971199035645","43.53955078125","38.0974388122559","30.7441596984863","","","","","","","","","","","","30.1433296203613","32.6986808776855","32.0058898925781","","43.6068115234375","45.9341697692871","49.4283485412598","50.173168182373","52.0269889831543","","","","48.8770217895508","64.5782775878906","","","","","",
"Canada","CAN","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.3128967285156","95.743896484375","97.7475509643555","","","","","","","","","","","","","","","","","","","","","","",
"Europe centrale et les pays baltes","CEB","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.1555633544922","92.8521118164063","90.520622253418","90.8123626708984","91.300910949707","91.7967300415039","92.5821380615234","94.8888168334961","96.7812271118164","96.247917175293","95.8459091186523","95.7469024658203","97.354850769043","96.8177337646484","97.8826522827148","98.6773681640625","97.6750717163086","96.4466934204102","95.9558029174805","95.0540008544922","95.7464294433594","97.3563690185547","98.0376129150391","97.1436614990234","97.5394668579102","97.2754135131836","97.919563293457","97.0167617797852","98.2310333251953","93.0778427124023","93.6387710571289","93.8833999633789","","",
"Suisse","CHE","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","","","","53.0608291625977","60.4803695678711","58.0081596374512","56.8422508239746","51.3240699768066","51.3352813720703","51.547908782959","50.4094886779785","50.667179107666","49.5623512268066","48.8618812561035","48.0105018615723","49.2078018188477","51.0555610656738","53.5028915405273","54.7538414001465","61.9760513305664","62.9999504089355","","73.0447616577148","","","94.040771484375","94.98486328125","97.0476379394531","96.9589309692383","96.8846130371094","97.9686965942383","95.6520767211914","92.6440734863281","92.2706298828125","93.4407424926758","94.4871292114258","94.6448822021484","95.4890899658203","96.1207962036133","96.3386993408203","94.8442306518555","94.5887985229492","96.0268325805664","95.6629333496094","95.6733703613281","95.4611206054688","99.3170928955078","","",
"Îles Anglo-Normandes","CHI","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chili","CHL","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","78.6213226318359","85.7817001342773","90.1148071289063","90.6417465209961","88.9641876220703","89.4740524291992","91.8051528930664","90.0650787353516","","","","","","97.5883331298828","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.6101379394531","98.7275009155273","99.1061172485352","98.9018402099609","97.1112594604492","96.0281600952148","95.3555374145508","96.7167587280273","98.7811279296875","101.957366943359","","",
"Chine","CHN","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.1013412475586","92.8710708618164","","","","","","","","","91.8222732543945","93.6427536010742","99.7163467407227","98.8539276123047","","","","","","","","","","","","","",
"Côte d'Ivoire","CIV","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","54.5451812744141","55.0899505615234","","63.9856605529785","67.9472579956055","67.9272079467773","70.6159133911133","73.2918395996094","77.1786270141602","","73.7543716430664","71.6529769897461","59.2882690429688","61.6331481933594","59.6656303405762","60.8162117004395","55.3492012023926","53.1364707946777","59.145938873291","52.857608795166","54.0771713256836","52.8785018920898","51.0025100708008","52.5660781860352","49.4759902954102","48.0761413574219","","53.1391906738281","59.4844284057617","","","","","54.3380317687988","53.308479309082","","53.7780609130859","","59.2430000305176","62.4792518615723","59.8746109008789","61.5160903930664","66.5454406738281","69.9254531860352","78.4942321777344","79.8310623168945","82.3405685424805","83.8654632568359","85.0400619506836","74.7509002685547",
"Cameroun","CMR","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","57.6735801696777","56.5850410461426","58.7077293395996","59.9806518554688","60.402660369873","71.7586517333984","60.3135795593262","57.5196418762207","57.3772888183594","55.8061485290527","55.5823516845703","57.2444114685059","58.5700492858887","58.7360191345215","60.1866683959961","60.6078987121582","","58.2514686584473","58.9395713806152","","","","","","","","52.6811714172363","52.9184303283691","","","60.9481811523438","63.7159385681152","","54.9367294311523","59.1115989685059","75.8200607299805","75.5078582763672","77.3167114257813","76.1308364868164","79.4800872802734","","77.1685791015625","78.1202774047852","77.2880935668945","71.6871185302734","67.6790466308594","68.5851821899414","","","",
"Congo, République démocratique du","COD","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","61.7393913269043","64.07421875","","","","73.1629180908203","75.3692779541016","78.9744720458984","","76.6683197021484","77.7417984008789","80.8723526000977","82.0136108398438","82.8671798706055","","","","64.1464385986328","","","65.6423034667969","61.0561981201172","66.9468536376953","57.5112113952637","","","","","37.489200592041","","","51.0521202087402","","","","","66.0117568969727","71.2482528686523","74.3501129150391","72.4696197509766","76.1125030517578","81.104118347168","76.7868499755859","73.5282211303711","69.494270324707","","","","","84.6487121582031","","",
"Congo, République du","COG","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","70.3867721557617","80.7109527587891","67.8895111083984","77.1475524902344","77.5266036987305","79.9861679077148","78.8465194702148","86.0072708129883","85.7016067504883","81.5717315673828","81.3700332641602","71.8779983520508","76.9022827148438","72.8644485473633","72.7893600463867","72.1381912231445","73.6819000244141","68.4036102294922","59.6067886352539","59.3821296691895","61.8659896850586","64.7646331787109","55.679328918457","","49.4793014526367","","","30.9080696105957","","56.5498085021973","59.8955993652344","57.5253601074219","83.8841094970703","72.5306015014648","79.638801574707","76.8452835083008","71.2132568359375","70.8920593261719","70.5843200683594","75.7182312011719","67.3523864746094","","","67.024299621582","","","66.1653442382813","","","","",
"Colombie","COL","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","59.3749618530273","48.2132186889648","48.3661918640137","50.8785095214844","51.0059394836426","","","","","","","","69.2010192871094","71.6942977905273","72.4864501953125","66.4265213012695","73.9644393920898","69.1256484985352","68.4255065917969","68.1217269897461","63.9808692932129","71.3639221191406","76.9680480957031","80.5906219482422","81.5566177368164","85.4694366455078","87.174690246582","","93.1512603759766","94.0941696166992","93.4489364624023","","90.4802017211914","","97.9659881591797","102.137641906738","108.549560546875","110.413963317871","111.288696289063","115.846611022949","115.533477783203","115.378662109375","110.19554901123","100.483779907227","99.8498229980469","100.605056762695","102.24893951416","105.998558044434","107.138862609863","107.093132019043","103.726531982422","","",
"Comores","COM","Taux d’achèvement de l’école primaire, garçons (% du groupe d’âge pertinent)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","80.6737594604492","61.2833786010742","","","","","49.0452995300293","","","","","","","50.9521789550781","","","61.586669921875","60.6255683898926","63.3255615234375","","","66.5262603759766","82.0653533935547","","","","","72.8034896850586","74.9671096801758","","67.5857696533203","76.2228393554688","","","","","",
